# This file is part of Gopher2600.
#
# Gopher2600 is free software: you can redistribute it and/or modify
# it under the terms of the GNU General Public License as published by
# the Free Software Foundation, either version 3 of the License, or
# (at your option) any later version.
#
# Gopher2600 is distributed in the hope that it will be useful,
# but WITHOUT ANY WARRANTY; without even the implied warranty of
# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
# GNU General Public License for more details.
#
# You should have received a copy of the GNU General Public License
# along with Gopher2600.  If not, see <https://www.gnu.org/licenses/>.


# instruction table entries are defined by the following fields: 
#
#	opcode, mnemonic, cycles, addressing mode, page sensitivity, [effect category]
#
# effect category can be one of three types (READ is the default if no effect category is given)
#
# 1. READ			(instruction only reads from memory - or not at all in the case of IMPLIED instructions)
# 2. WRITE			(instruction changes memory)
# 3. RMW			(instruction reads, modifies and writes to memory)
# 4. FLOW			(instruction explicitely affects the program counter)
# 5. SUB-ROUTINE	(like FLOW but also writes to the stack)
#
# in the 6507 all instructions are considered to *read* from memory, even
# register only instructions (the IMPLIED addressing mode). in the hardware,
# this meant that the chip could forego a "read" pin - the electrical
# connection that switched on access to memory - and thereby save on
# manufacturing costs.
# 
# only some instructions however, ever *write* to memory. in the 6507 this is
# accomplished with a "read/write" pin - an electrical connection to memory
# that causes bits to be written as well as read. in our emulation, we mark the
# instructions that write to memory by specifying the WRITE effect category
# 
# a small class of instructions read AND write to memory (using the same
# address), these are the RMW class of instructions.
# 
# note that the addressing mode /implies/ the number of bytes each instruction
# requires: (including the 1 byte required for the opcode)
#
#		IMPLIED = 1
#		IMMEDIATE = 2
#		ZERO PAGE = 2
#		all others = 3
#
# !!TODO: maybe the number of cycles can be inferred in a similar way

# no operation
0xea, NOP, 2, IMPLIED, False

# status flags
0x58, CLI, 2, IMPLIED, False
0x78, SEI, 2, IMPLIED, False
0x18, CLC, 2, IMPLIED, False
0x38, SEC, 2, IMPLIED, False
0xd8, CLD, 2, IMPLIED, False
0xf8, SED, 2, IMPLIED, False
0xb8, CLV, 2, IMPLIED, False

# stack
0x48, PHA, 3, IMPLIED, False, WRITE
0x68, PLA, 4, IMPLIED, False
0x08, PHP, 3, IMPLIED, False, WRITE
0x28, PLP, 4, IMPLIED, False

# register transfer
0x8a, TXA, 2, IMPLIED, False
0xaa, TAX, 2, IMPLIED, False
0xa8, TAY, 2, IMPLIED, False
0x98, TYA, 2, IMPLIED, False
0xba, TSX, 2, IMPLIED, False
0x9a, TXS, 2, IMPLIED, False

# bitwise operations
0x49, EOR, 2, IMMEDIATE, False
0x45, EOR, 3, ZEROPAGE, False
0x55, EOR, 4, ZEROPAGE_INDEXED_X, False
0x4d, EOR, 4, ABSOLUTE, False
0x5d, EOR, 4, ABSOLUTE_INDEXED_X, True
0x59, EOR, 4, ABSOLUTE_INDEXED_Y, True
0x41, EOR, 6, INDEXED_INDIRECT, False
0x51, EOR, 5, INDIRECT_INDEXED, True

0x09, ORA, 2, IMMEDIATE, False
0x05, ORA, 3, ZEROPAGE, False
0x15, ORA, 4, ZEROPAGE_INDEXED_X, False
0x0d, ORA, 4, ABSOLUTE, False
0x1d, ORA, 4, ABSOLUTE_INDEXED_X, True
0x19, ORA, 4, ABSOLUTE_INDEXED_Y, True
0x01, ORA, 6, INDEXED_INDIRECT, False
0x11, ORA, 5, INDIRECT_INDEXED, True

0x29, AND, 2, IMMEDIATE, False
0x25, AND, 3, ZEROPAGE, False
0x35, AND, 4, ZEROPAGE_INDEXED_X, False
0x2d, AND, 4, ABSOLUTE, False
0x3d, AND, 4, ABSOLUTE_INDEXED_X, True
0x39, AND, 4, ABSOLUTE_INDEXED_Y, True
0x21, AND, 6, INDEXED_INDIRECT, False
0x31, AND, 5, INDIRECT_INDEXED, True

# load register
0xa9, LDA, 2, IMMEDIATE, False
0xa5, LDA, 3, ZEROPAGE, False
0xb5, LDA, 4, ZEROPAGE_INDEXED_X, False
0xad, LDA, 4, ABSOLUTE, False
0xbd, LDA, 4, ABSOLUTE_INDEXED_X, True
0xb9, LDA, 4, ABSOLUTE_INDEXED_Y, True
0xa1, LDA, 6, INDEXED_INDIRECT, False
0xb1, LDA, 5, INDIRECT_INDEXED, True

0xa2, LDX, 2, IMMEDIATE, False
0xa6, LDX, 3, ZEROPAGE, False
0xb6, LDX, 4, ZEROPAGE_INDEXED_Y, False
0xae, LDX, 4, ABSOLUTE, False
0xbe, LDX, 4, ABSOLUTE_INDEXED_Y, True

0xa0, LDY, 2, IMMEDIATE, False
0xa4, LDY, 3, ZEROPAGE, False
0xb4, LDY, 4, ZEROPAGE_INDEXED_X, False
0xac, LDY, 4, ABSOLUTE, False
0xbc, LDY, 4, ABSOLUTE_INDEXED_X, True

# register operations
0xe8, INX, 2, IMPLIED, False
0xc8, INY, 2, IMPLIED, False
0xca, DEX, 2, IMPLIED, False
0x88, DEY, 2, IMPLIED, False

0x0a, ASL, 2, IMPLIED, False
0x06, ASL, 5, ZEROPAGE, False, RMW
0x16, ASL, 6, ZEROPAGE_INDEXED_X, False, RMW
0x0e, ASL, 6, ABSOLUTE, False, RMW
0x1e, ASL, 7, ABSOLUTE_INDEXED_X, False, RMW

0x4a, LSR, 2, IMPLIED, False
0x46, LSR, 5, ZEROPAGE, False, RMW
0x56, LSR, 6, ZEROPAGE_INDEXED_X, False, RMW
0x4e, LSR, 6, ABSOLUTE, False, RMW
0x5e, LSR, 7, ABSOLUTE_INDEXED_X, False, RMW

0x69, ADC, 2, IMMEDIATE, False
0x65, ADC, 3, ZEROPAGE, False
0x75, ADC, 4, ZEROPAGE_INDEXED_X, False
0x6d, ADC, 4, ABSOLUTE, False
0x7d, ADC, 4, ABSOLUTE_INDEXED_X, True
0x79, ADC, 4, ABSOLUTE_INDEXED_Y, True
0x61, ADC, 6, INDEXED_INDIRECT, False
0x71, ADC, 5, INDIRECT_INDEXED, True

0xe9, SBC, 2, IMMEDIATE, False
0xe5, SBC, 3, ZEROPAGE, False
0xf5, SBC, 4, ZEROPAGE_INDEXED_X, False
0xed, SBC, 4, ABSOLUTE, False
0xfd, SBC, 4, ABSOLUTE_INDEXED_X, True
0xf9, SBC, 4, ABSOLUTE_INDEXED_Y, True
0xe1, SBC, 6, INDEXED_INDIRECT, False
0xf1, SBC, 5, INDIRECT_INDEXED, True

0x6a, ROR, 2, IMPLIED, False
0x66, ROR, 5, ZEROPAGE, False, RMW
0x76, ROR, 6, ZEROPAGE_INDEXED_X, False, RMW
0x6e, ROR, 6, ABSOLUTE, False, RMW
0x7e, ROR, 7, ABSOLUTE_INDEXED_X, False, RMW

0x2a, ROL, 2, IMPLIED, False
0x26, ROL, 5, ZEROPAGE, False, RMW
0x36, ROL, 6, ZEROPAGE_INDEXED_X, False, RMW
0x2e, ROL, 6, ABSOLUTE, False, RMW
0x3e, ROL, 7, ABSOLUTE_INDEXED_X, False, RMW

# compare instructions
0xc9, CMP, 2, IMMEDIATE, False
0xc5, CMP, 3, ZEROPAGE, False
0xd5, CMP, 4, ZEROPAGE_INDEXED_X, False
0xcd, CMP, 4, ABSOLUTE, False
0xdd, CMP, 4, ABSOLUTE_INDEXED_X, True
0xd9, CMP, 4, ABSOLUTE_INDEXED_Y, True
0xc1, CMP, 6, INDEXED_INDIRECT, False
0xd1, CMP, 5, INDIRECT_INDEXED, True

